GAP인증번호,인증기관,개인/단체 구분명,유효기간 시작일,유효기간 종료일,품목,주소,등록 농가수,등록 필지수,재배면적,생산계획량,지정일자
1015575,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,4264,3,2020-09-14
1015574,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,5996,5,2020-09-14
1015573,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,4950,3,2020-09-14
1015572,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,3047,2,2020-09-14
1015571,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,5608,4,2020-09-14
1015570,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,4,3151,2,2020-09-14
1015569,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,4,12273,7,2020-09-14
1015568,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,3980,3,2020-09-14
1015567,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,4,5344,3,2020-09-14
1015566,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,4725,3,2020-09-14
1015565,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,9777,6,2020-09-14
1015564,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,3345,2,2020-09-14
1015563,산림조합중앙회,개인,2020-09-13,2022-09-12,대추,충청북도 보은군,1,1,3063,2,2020-09-13
1015562,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,2231,2,2020-09-14
1015561,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,5719,4,2020-09-14
1015560,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,3191,2,2020-09-14
1015559,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,2600,2,2020-09-14
1015558,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,5,9841,6,2020-09-14
1015557,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,3146,2,2020-09-14
1015556,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,8567,6,2020-09-14
1015555,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,3522,2,2020-09-14
1015554,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,4735,3,2020-09-14
1015553,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,7,15174,10,2020-09-14
1015552,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,1,3719,3,2020-09-14
1015551,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,2938,2,2020-09-14
1015550,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,11100,6,2020-09-14
1015549,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,3529,3,2020-09-14
1015548,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,5335,4,2020-09-14
1015547,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,3,8553,6,2020-09-14
1015546,산림조합중앙회,개인,2020-09-14,2022-09-13,대추,충청북도 보은군,1,2,7861,5,2020-09-14
1015545,농협경제지주(주)식품R&D연구소,단체,2020-09-14,2022-09-13,대파,강원도 평창군,9,50,121030,338.0368,2020-09-14
1015542,(재)충북테크노파크 한방천연물센터,단체,2020-09-14,2023-09-13,작약,충청북도 제천시,1,2,3160,8.7,2020-09-14
1015541,(재)충북테크노파크 한방천연물센터,단체,2020-09-14,2022-09-13,도라지,충청북도 제천시,3,6,10638,19.6,2020-09-14
1015540,친환경농업연구원 주식회사,개인,2020-09-11,2022-09-10,표고버섯,충청남도 부여군,1,1,840,7,2020-09-11
1015539,주식회사 경기농업인증센터,개인,2020-09-11,2022-09-10,대추,경기도 안성시,1,2,7144,2,2020-09-11
1015538,농업회사법인(주)대한농업회,개인,2020-09-11,2022-09-10,메론,대전광역시 서구,1,2,6264,13.5,2020-09-11
1015537,강원대학교 산학협력단,개인,2020-09-11,2022-09-10,사과,강원도 인제군,1,1,3300,7.5,2020-09-11
1015536,(재)금산인삼약초산업진흥원,개인,2020-09-11,2023-09-10,인삼,충청남도 금산군,1,6,12580,7.14,2020-09-11
1015535,(주)자연들농식품인증원,개인,2020-09-10,2022-09-09,상추,전라북도 익산시,1,5,8480,40,2020-09-10
1015534,농업회사법인 주식회사 농품,개인,2020-09-10,2022-09-09,고구마,전라북도 김제시,1,17,50710,77.2,2020-09-10
1015533,농업회사법인 주식회사 농품,개인,2020-09-10,2022-09-09,고구마,전라북도 김제시,1,2,9985,15.2,2020-09-10
1015532,농업회사법인 주식회사 농품,개인,2020-09-10,2022-09-09,고구마,전라북도 고창군,1,2,32220,49.03,2020-09-10
1015531,주식회사 글로벌농식품인증원,개인,2020-09-10,2022-09-09,표고버섯,경상북도 의성군,1,1,360,10,2020-09-10
1015530,친환경농업연구원 주식회사,개인,2020-09-10,2022-09-09,메론,충청남도 천안시 동남구,1,4,14717,11,2020-09-10
1015529,아이센(주),법인,2020-09-09,2022-09-08,샤인머스캣,경기도 화성시,12,23,48436,81.47,2020-09-09
1015528,㈔한국생약협회,개인,2020-09-09,2022-09-08,참당귀,강원도 평창군,1,49,66262,26.6,2020-09-09
1015527,주식회사 농식품인증관리원,개인,2020-09-09,2022-09-08,단감,경상남도 창원시 의창구,1,1,3812,10,2020-09-09
1015526,경상국립대학교 산학협력단,단체,2020-09-09,2022-09-08,머위대,경상남도 남해군,10,36,34128,73.1,2020-09-09
1015525,주식회사 농식품인증관리원,단체,2020-09-09,2022-09-08,벼,경기도 연천군,18,144,322466.8,230.95295,2020-09-09
1015524,경상국립대학교 산학협력단,개인,2020-09-09,2022-09-08,딸기,경상남도 산청군,1,1,1980,5,2020-09-09
1015523,주식회사 이앤컴퍼니,개인,2020-09-09,2022-09-08,새싹삼,전라남도 장성군,1,1,660,1,2020-09-09
1015522,아이센(주),단체,2020-09-08,2022-09-07,부추,경상남도 통영시,6,34,15108,32.34,2020-09-08
1015521,아이센(주),개인,2020-09-08,2022-09-07,고구마,경상남도 통영시,1,2,1669,4.06,2020-09-08
1015520,주식회사 농식품인증관리원,개인,2020-09-08,2022-09-07,표고버섯,경기도 안성시,1,1,2062,90,2020-09-08
1015519,강원대학교 산학협력단,개인,2020-09-08,2022-09-07,사과,강원도 강릉시,1,2,1582,3,2020-09-08
1015518,주식회사 푸름인증원,개인,2020-09-07,2022-09-06,바나나,경상북도 안동시,1,4,2709.3,32.2,2020-09-07
1015517,(주)에이앤에프글로벌인증원,법인,2020-09-07,2022-09-06,사과,경상북도 포항시 북구,84,541,980309,1958.4,2020-09-07
1015516,(주)에이앤에프글로벌인증원,단체,2020-09-07,2022-09-06,포도,경상북도 상주시,37,92,160195,320.3,2020-09-07
1015515,(주)에이앤에프글로벌인증원,단체,2020-09-07,2022-09-06,고구마,경기도 여주시,7,127,410745,1097.4,2020-09-07
1015514,주식회사 농식품인증관리원,개인,2020-09-07,2022-09-06,깻잎,충청남도 금산군,1,3,3900,7.8,2020-09-07
1015513,주식회사 농식품인증관리원,개인,2020-09-07,2022-09-06,포도,충청남도 부여군,1,2,4213,5.4,2020-09-07
1015512,주식회사 농식품인증관리원,개인,2020-09-07,2022-09-06,포도,충청남도 부여군,1,6,11334,14.8,2020-09-07
1015511,주식회사 농식품인증관리원,개인,2020-09-07,2022-09-06,표고버섯,충청남도 금산군,1,1,300,6,2020-09-07
1015510,충북대학교 산학협력단,개인,2020-09-07,2022-09-06,배,충청북도 청주시 상당구,1,3,3659,7.2,2020-09-07
1015509,㈜비씨에스코리아,개인,2020-09-07,2022-09-06,사과,강원도 강릉시,1,2,3720,10,2020-09-07
1015508,㈜비씨에스코리아,개인,2020-09-07,2022-09-06,사과,강원도 강릉시,1,1,1320,5,2020-09-07
1015507,㈜비씨에스코리아,개인,2020-09-07,2022-09-06,사과,강원도 강릉시,1,2,9900,20,2020-09-07
1015506,(주)농산물품질인증평가원,개인,2020-09-08,2022-09-07,무화과,경상남도 창원시 마산회원구,1,5,6325,3.12,2020-09-08
1015505,경상국립대학교 산학협력단,개인,2020-09-07,2022-09-06,딸기,경상남도 산청군,1,1,2547,3,2020-09-07
1015504,경상국립대학교 산학협력단,개인,2020-09-07,2022-09-06,딸기(장희),경상남도 산청군,1,2,3320,8,2020-09-07
1015503,주식회사 푸름인증원,단체,2020-09-04,2022-09-03,밤,충청남도 부여군,2,3,111500,44.6,2020-09-04
1015502,아이센(주),개인,2020-09-04,2022-09-03,대추(기타),울산광역시 울주군,1,3,1889,1.23,2020-09-04
1015501,아이센(주),개인,2020-09-04,2022-09-03,대추(기타),울산광역시 울주군,1,2,3328,2.17,2020-09-04
1015500,(주)우리농인증원,개인,2020-09-04,2022-09-03,사과,경상남도 거창군,1,8,10782,27.3,2020-09-04
1015499,(주)우리농인증원,개인,2020-09-04,2022-09-03,사과,경상남도 거창군,1,8,4209,8.4,2020-09-04
1015498,주식회사 금강인증센터,개인,2020-09-04,2022-09-03,루비에스,충청남도 부여군,1,1,2886,3,2020-09-04
1015497,(재)하동녹차연구소인증센터,단체,2020-09-04,2022-09-03,머위,경상남도 남해군,8,16,18436,49.8,2020-09-04
1015496,친환경농업연구원 주식회사,개인,2020-09-04,2022-09-03,브로코리(녹색꽃양배추),강원도 횡성군,1,48,100479.7,186.32,2020-09-04
1015495,친환경농업연구원 주식회사,개인,2020-09-04,2022-09-03,양배추,강원도 횡성군,1,29,62026,100.77,2020-09-04
1015494,친환경농업연구원 주식회사,개인,2020-09-04,2022-09-03,메론,충청남도 예산군,1,4,14052,33.76,2020-09-04
1015493,주식회사 푸름인증원,개인,2020-09-03,2022-09-02,도라지,경상북도 청송군,1,2,2483,2,2020-09-03
1015492,친환경농업연구원 주식회사,개인,2020-09-03,2022-09-02,들깨,충청남도 아산시,1,1,3000,3,2020-09-03
1015491,친환경농업연구원 주식회사,단체,2020-09-03,2022-09-02,표고버섯,충청남도 천안시 서북구,1,8,12456,24,2020-09-03
1015490,농업법인플럼코트맘(주),법인,2020-09-06,2022-09-05,옥수수,전라남도 나주시,1,4,3060,9.19,2020-09-06
1015489,농업법인플럼코트맘(주),개인,2020-09-06,2022-09-05,배,전라남도 구례군,1,3,22566,58.7,2020-09-06
1015488,농업법인플럼코트맘(주),법인,2020-09-06,2022-09-05,쌀,전라남도 나주시,16,487,1153819,785.33,2020-09-06
1015487,주식회사 농식품인증관리원,단체,2020-09-03,2022-09-02,토마토,경기도 양주시,15,129,188569,1212.6,2020-09-03
1015486,(주)인증포럼,단체,2020-09-02,2022-09-01,동충하초,충청북도 청주시 흥덕구,1,1,300,0.5,2020-09-02
1015485,주식회사 농식품인증관리원,단체,2020-09-02,2022-09-01,무화과,충청남도 보령시,10,15,16047,47,2020-09-02
1015484,주식회사 농식품인증관리원,개인,2020-09-02,2022-09-01,오미자,경상북도 문경시,1,4,4554,2.01,2020-09-02
1015483,(주)온누리지에이피,단체,2020-09-02,2022-09-01,포도,경상북도 영천시,8,33,50952,101.91,2020-09-02
1015482,(주)온누리지에이피,단체,2020-09-02,2022-09-01,포도,경상북도 영천시,53,272,348685,700.5,2020-09-02
1015481,(주)자연들농식품인증원,개인,2020-09-02,2022-09-01,대추토마토,전라북도 익산시,1,1,4330,30,2020-09-02
1015480,농업회사법인(주)푸른솔,법인,2020-09-02,2022-09-01,엽경채류(기타),충청북도 충주시,20,97,236470.5,1063,2020-09-02
1015479,주식회사 예농,개인,2020-09-01,2022-08-31,단감,경상남도 산청군,1,2,16299,33,2020-09-01
1015478,주식회사 농식품인증관리원,개인,2020-09-01,2022-08-31,배,경기도 평택시,1,4,16663,34.4,2020-09-01
1015476,(재)금산인삼약초산업진흥원,개인,2020-09-01,2022-08-31,깻잎,충청남도 금산군,1,2,3800,6.11,2020-09-01
1015475,주식회사 농식품인증관리원,개인,2020-08-31,2022-08-30,부추,충청남도 금산군,1,1,1500,3.5,2020-08-31
1015474,주식회사 농식품인증관리원,개인,2020-08-31,2022-08-30,부추,충청남도 금산군,1,1,1050,2,2020-08-31
1015472,(주)에이앤에프글로벌인증원,단체,2020-08-31,2022-08-30,오미자,강원도 양구군,10,29,80170,72.9,2020-08-31
1015471,(주)에이앤에프글로벌인증원,단체,2020-08-31,2022-08-30,오미자,강원도 홍천군,139,298,565687.6,1036,2020-08-31
1015470,주식회사 농식품인증관리원,개인,2020-08-31,2022-08-30,표고버섯,경기도 안산시 상록구,1,1,230,7.5,2020-08-31
1015469,유한회사 빛그린인증원,단체,2020-08-31,2022-08-30,쌀,전라남도 보성군,40,151,624247.3,349.6,2020-08-31
1015467,경상국립대학교 산학협력단,개인,2020-08-31,2022-08-30,단감,경상남도 진주시,1,3,1496,15.4,2020-08-31
1015466,농업회사법인 주식회사 농품,개인,2020-08-28,2022-08-27,천마,전라북도 무주군,1,1,1650,7.5,2020-08-28
1015465,농업회사법인 주식회사 농품,단체,2020-08-28,2022-08-27,고구마,전라북도 익산시,10,327,594850,905.28,2020-08-28
1015464,농업회사법인 주식회사 농품,개인,2020-08-28,2022-08-27,고추,전라북도 익산시,1,6,650,2.57,2020-08-28
1015463,농업회사법인 주식회사 농품,개인,2020-08-28,2022-08-27,상추,전라북도 익산시,1,6,4025,10.89,2020-08-28
1015462,농업회사법인 주식회사 농품,개인,2020-08-28,2022-08-27,상추,전라북도 익산시,1,9,6445,17.59,2020-08-28
1015461,농업회사법인 주식회사 농품,법인,2020-08-28,2022-08-27,새싹,경상남도 산청군,1,1,148.5,360,2020-08-28
1015460,농업회사법인 주식회사 농품,개인,2020-08-28,2022-08-27,콩나물,전라북도 전주시 덕진구,1,1,1000,300,2020-08-28
1015459,농업회사법인 주식회사 농품,단체,2020-08-28,2022-08-27,사과,전라북도 장수군,8,27,60146,108.25,2020-08-28
1015458,(주)아이에스씨농업발전연구소,개인,2020-08-28,2022-08-27,레드향,전라북도 정읍시,1,25,34109,31.5,2020-08-28
1015456,주식회사 경기농업인증센터,단체,2020-08-28,2022-08-27,쌀,경기도 평택시,289,1517,3384406.3,2226.21,2020-08-28
1015455,주식회사 경기농업인증센터,단체,2020-08-28,2022-08-27,쌀,경기도 평택시,388,2026,6230477.1,4101.83,2020-08-28
1015454,전남대학교 산학협력단,개인,2020-08-28,2022-08-27,풋고추,전라남도 나주시,1,18,39669,115,2020-08-28
1015453,전남대학교 산학협력단,개인,2020-08-28,2022-08-27,얼갈이배추,전라남도 나주시,1,8,13890,20,2020-08-28
1015452,전남대학교 산학협력단,개인,2020-08-28,2022-08-27,메론,전라남도 담양군,1,8,30722,26,2020-08-28
1015451,주식회사 예농,개인,2020-08-27,2022-08-26,연근,경상남도 밀양시,1,2,8310,11.7,2020-08-27
1015449,(재)충북테크노파크 한방천연물센터,단체,2020-08-28,2023-08-27,백출,충청북도 제천시,1,1,4364,2,2020-08-28
1015448,(주)그린하이인증센터,개인,2020-08-27,2022-08-26,사과,충청북도 음성군,1,2,5665,15,2020-08-27
1015447,(주)그린하이인증센터,개인,2020-08-27,2022-08-26,복령,충청북도 영동군,1,5,11535.4,20,2020-08-27
1015446,(주)그린하이인증센터,개인,2020-08-27,2022-08-26,대추,충청북도 보은군,1,5,3577.1,5.5,2020-08-27
1015444,(주)우리농인증원,단체,2020-08-27,2022-08-26,사과,경상남도 거창군,17,109,209032,418.4,2020-08-27
1015443,주식회사 이앤컴퍼니,개인,2020-08-26,2022-08-25,대추,전라남도 화순군,1,3,5081,1.5,2020-08-26
1015442,농협경제지주(주)식품R&D연구소,단체,2020-08-27,2022-08-26,방울토마토,전라북도 남원시,22,39,79350.98,519.8,2020-08-27
1015441,(주)우리농인증원,개인,2020-08-27,2022-08-26,사과,경상남도 거창군,1,6,20936,42,2020-08-27
1015440,(주)우리농인증원,개인,2020-08-27,2022-08-26,사과,경상남도 거창군,1,4,6068,12.1,2020-08-27
1015439,(주)자연들농식품인증원,개인,2020-08-26,2022-08-25,사과,전라북도 진안군,1,1,3985,6,2020-08-26
1015438,주식회사 푸름인증원,단체,2020-08-26,2022-08-25,벼,경기도 안산시 상록구,138,764,2032927,4065.8,2020-08-26
1015437,(주)온누리지에이피,단체,2020-08-26,2022-08-25,벼,경상북도 구미시,42,193,301430,240.4,2020-08-26
1015436,주식회사 이앤컴퍼니,개인,2020-08-26,2022-08-25,포도,전라남도 화순군,1,1,2970,9,2020-08-26
1015435,아이센(주),개인,2020-08-25,2022-08-24,단감,경상남도 창녕군,1,2,42834,62.88,2020-08-25
1015434,아이센(주),개인,2020-08-25,2022-08-24,단감,경상남도 의령군,1,4,7907,11.61,2020-08-25
1015433,아이센(주),개인,2020-08-25,2022-08-24,사과,경상남도 밀양시,1,1,2418,4.46,2020-08-25
1015432,경상국립대학교 산학협력단,단체,2020-08-25,2022-08-24,단감,경상남도 창원시 의창구,12,82,137400,159.03,2020-08-25
1015431,주식회사 예농,개인,2020-08-24,2022-08-23,새송이버섯,경상남도 창원시 마산합포구,1,1,900,120,2020-08-24
1015429,주식회사 농식품인증관리원,개인,2020-08-24,2022-08-23,깻잎,충청남도 금산군,1,1,3300,6.6,2020-08-24
1015428,농업법인플럼코트맘(주),법인,2020-08-24,2022-08-23,포도,전라남도 장성군,6,18,38566,64.28,2020-08-24
1015427,유한회사 빛그린인증원,개인,2020-08-24,2022-08-23,대추,전라남도 나주시,1,1,3000,4,2020-08-24
